Entity,Code,Year,SO2 emissions by country (1850-2000) (Clio Infra)
Albania,ALB,1850,215.79569800000002
Albania,ALB,1860,255.094052
Albania,ALB,1870,288.675315
Albania,ALB,1880,318.676349
Albania,ALB,1890,327.273887
Albania,ALB,1900,376.065821
Albania,ALB,1910,393.394401
Albania,ALB,1920,388.645063
Albania,ALB,1930,491.45565600000003
Albania,ALB,1940,3690.298859
Albania,ALB,1950,3330.2991519999996
Albania,ALB,1960,20844.064039999997
Albania,ALB,1970,46651.612810000006
Albania,ALB,1980,82803.36149
Albania,ALB,1990,93268.65003
Albania,ALB,2000,13465.286559999999
Algeria,DZA,1850,408.838392
Algeria,DZA,1860,455.48452299999997
Algeria,DZA,1870,502.130654
Algeria,DZA,1880,548.778565
Algeria,DZA,1890,595.4335990000001
Algeria,DZA,1900,642.3223409999999
Algeria,DZA,1910,1282.695191
Algeria,DZA,1920,1762.065775
Algeria,DZA,1930,2957.315865
Algeria,DZA,1940,1597.2612589999999
Algeria,DZA,1950,14394.69515
Algeria,DZA,1960,34148.14298999999
Algeria,DZA,1970,114227.7899
Algeria,DZA,1980,145918.81699999998
Algeria,DZA,1990,138188.0728
Algeria,DZA,2000,183656.7261
Angola,AGO,1850,276.404238
Angola,AGO,1860,278.726963
Angola,AGO,1870,299.207652
Angola,AGO,1880,346.593463
Angola,AGO,1890,402.057977
Angola,AGO,1900,453.147642
Angola,AGO,1910,485.706426
Angola,AGO,1920,548.172475
Angola,AGO,1930,617.374683
Angola,AGO,1940,693.979761
Angola,AGO,1950,1045.567276
Angola,AGO,1960,5224.349109000001
Angola,AGO,1970,10429.409720000001
Angola,AGO,1980,13434.45702
Angola,AGO,1990,29391.06021
Angola,AGO,2000,31139.776560000002
Argentina,ARG,1850,193.003793
Argentina,ARG,1860,202.15991599999998
Argentina,ARG,1870,223.330741
Argentina,ARG,1880,272.22785100000004
Argentina,ARG,1890,8874.967201000001
Argentina,ARG,1900,13425.16127
Argentina,ARG,1910,56305.183
Argentina,ARG,1920,35414.450950000006
Argentina,ARG,1930,73822.30769999999
Argentina,ARG,1940,81657.17169
Argentina,ARG,1950,88453.19739
Argentina,ARG,1960,123119.4514
Argentina,ARG,1970,166197.7103
Argentina,ARG,1980,145586.1967
Argentina,ARG,1990,112806.9715
Argentina,ARG,2000,136779.86630000002
Armenia,ARM,1850,289.471038
Armenia,ARM,1860,292.834282
Armenia,ARM,1870,337.671173
Armenia,ARM,1880,446.10952100000003
Armenia,ARM,1890,778.849711
Armenia,ARM,1900,1568.8346740000002
Armenia,ARM,1910,1459.69894
Armenia,ARM,1920,794.102617
Armenia,ARM,1930,1949.5510259999999
Armenia,ARM,1940,4913.060506
Armenia,ARM,1950,5115.328074999999
Armenia,ARM,1960,17039.68869
Armenia,ARM,1970,43867.20496
Armenia,ARM,1980,82572.00872999999
Armenia,ARM,1990,81970.6437
Armenia,ARM,2000,13365.66402
Australia,AUS,1850,9241.389708
Australia,AUS,1860,24374.75615
Australia,AUS,1870,31919.28887
Australia,AUS,1880,46178.12882
Australia,AUS,1890,46726.82842
Australia,AUS,1900,124112.29539999999
Australia,AUS,1910,214708.9395
Australia,AUS,1920,171598.4094
Australia,AUS,1930,281226.5516
Australia,AUS,1940,408649.5433
Australia,AUS,1950,417996.33469999995
Australia,AUS,1960,843618.6321
Australia,AUS,1970,1451240.3099999998
Australia,AUS,1980,1616641.8450000002
Australia,AUS,1990,1593970
Australia,AUS,2000,2374560
Austria,AUT,1850,31474.743440000002
Austria,AUT,1860,67879.55222
Austria,AUT,1870,93342.77437999999
Austria,AUT,1880,245756.4167
Austria,AUT,1890,237618.40240000002
Austria,AUT,1900,390192.27749999997
Austria,AUT,1910,631470.4336
Austria,AUT,1920,125629.5556
Austria,AUT,1930,152750.7574
Austria,AUT,1940,81357.08785
Austria,AUT,1950,205893.6256
Austria,AUT,1960,334505.78410000005
Austria,AUT,1970,475252.8921
Austria,AUT,1980,384500
Austria,AUT,1990,74240
Austria,AUT,2000,31500
Azerbaijan,AZE,1850,451.835135
Azerbaijan,AZE,1860,455.63059
Azerbaijan,AZE,1870,518.782583
Azerbaijan,AZE,1880,736.394786
Azerbaijan,AZE,1890,1593.0636709999999
Azerbaijan,AZE,1900,3535.425803
Azerbaijan,AZE,1910,3221.814774
Azerbaijan,AZE,1920,1911.886232
Azerbaijan,AZE,1930,6020.988665
Azerbaijan,AZE,1940,12736.63344
Azerbaijan,AZE,1950,12869.3648
Azerbaijan,AZE,1960,49709.856530000005
Azerbaijan,AZE,1970,144348.1596
Azerbaijan,AZE,1980,55648.21849
Azerbaijan,AZE,1990,254169.4449
Azerbaijan,AZE,2000,201106.2611
Bahrain,BHR,1850,11.494564
Bahrain,BHR,1860,12.084029
Bahrain,BHR,1870,12.20609
Bahrain,BHR,1880,12.329384000000001
Bahrain,BHR,1890,12.453923
Bahrain,BHR,1900,12.57972
Bahrain,BHR,1910,10.588989999999999
Bahrain,BHR,1920,9.133004
Bahrain,BHR,1930,7.3848899999999995
Bahrain,BHR,1940,211.222085
Bahrain,BHR,1950,1627.8160129999999
Bahrain,BHR,1960,1111.20704
Bahrain,BHR,1970,1336.619288
Bahrain,BHR,1980,6231.324755000001
Bahrain,BHR,1990,12563.12213
Bahrain,BHR,2000,67105.17313
Bangladesh,BGD,1850,3633.4830899999997
Bangladesh,BGD,1860,3800.866283
Bangladesh,BGD,1870,4148.910113
Bangladesh,BGD,1880,4141.1918989999995
Bangladesh,BGD,1890,4402.681707
Bangladesh,BGD,1900,4553.081577999999
Bangladesh,BGD,1910,4411.540428
Bangladesh,BGD,1920,4205.226146
Bangladesh,BGD,1930,4008.7833929999997
Bangladesh,BGD,1940,3726.421195
Bangladesh,BGD,1950,3365.56202
Bangladesh,BGD,1960,3444.1445860000003
Bangladesh,BGD,1970,5090.696634000001
Bangladesh,BGD,1980,75961.98205
Bangladesh,BGD,1990,65315.42921
Bangladesh,BGD,2000,97782.19188999999
Belarus,BLR,1850,1421.8308909999998
Belarus,BLR,1860,1523.705719
Belarus,BLR,1870,1894.857126
Belarus,BLR,1880,2506.5547229999997
Belarus,BLR,1890,2933.3256539999998
Belarus,BLR,1900,4733.849937
Belarus,BLR,1910,5626.762622
Belarus,BLR,1920,2859.232043
Belarus,BLR,1930,8193.031952
Belarus,BLR,1940,29734.15796
Belarus,BLR,1950,93456.31801999999
Belarus,BLR,1960,220747.5231
Belarus,BLR,1970,433823.3829
Belarus,BLR,1980,667432.3069
Belarus,BLR,1990,623629.4301
Belarus,BLR,2000,136398.37470000001
Belgium,BEL,1850,51214.477029999995
Belgium,BEL,1860,81570.00481
Belgium,BEL,1870,136879.696
Belgium,BEL,1880,169552.01
Belgium,BEL,1890,222606.92
Belgium,BEL,1900,283669.38
Belgium,BEL,1910,354634.6891
Belgium,BEL,1920,300529.9956
Belgium,BEL,1930,778457.0763000001
Belgium,BEL,1940,489350.0778
Belgium,BEL,1950,597237.3555000001
Belgium,BEL,1960,730118.7195
Belgium,BEL,1970,1130059.3599999999
Belgium,BEL,1980,828000
Belgium,BEL,1990,263710
Belgium,BEL,2000,117480
Benin,BEN,1850,200.307789
Benin,BEN,1860,224.199821
Benin,BEN,1870,250.502154
Benin,BEN,1880,292.745719
Benin,BEN,1890,325.01136
Benin,BEN,1900,331.644245
Benin,BEN,1910,307.319953
Benin,BEN,1920,331.472893
Benin,BEN,1930,352.994211
Benin,BEN,1940,369.865141
Benin,BEN,1950,379.36467400000004
Benin,BEN,1960,1085.064772
Benin,BEN,1970,1794.350231
Benin,BEN,1980,2322.8217350000004
Benin,BEN,1990,2123.376827
Benin,BEN,2000,8116.268993000001
Bolivia,BOL,1850,142.318172
Bolivia,BOL,1860,169.91778799999997
Bolivia,BOL,1870,146.095299
Bolivia,BOL,1880,122.352716
Bolivia,BOL,1890,1085.9288330000002
Bolivia,BOL,1900,1948.92291
Bolivia,BOL,1910,5573.581426
Bolivia,BOL,1920,21215.98968
Bolivia,BOL,1930,308.431909
Bolivia,BOL,1940,1260.626921
Bolivia,BOL,1950,2509.835883
Bolivia,BOL,1960,6666.920892
Bolivia,BOL,1970,13082.97866
Bolivia,BOL,1980,15225.56301
Bolivia,BOL,1990,14531.529900000001
Bolivia,BOL,2000,20525.37371
Bosnia and Herzegovina,BIH,1850,440.179832
Bosnia and Herzegovina,BIH,1860,466.857398
Bosnia and Herzegovina,BIH,1870,517.3284679999999
Bosnia and Herzegovina,BIH,1880,573.2558690000001
Bosnia and Herzegovina,BIH,1890,635.229477
Bosnia and Herzegovina,BIH,1900,703.9029340000001
Bosnia and Herzegovina,BIH,1910,656.43698
Bosnia and Herzegovina,BIH,1920,608.998184
Bosnia and Herzegovina,BIH,1930,570.849755
Bosnia and Herzegovina,BIH,1940,433.19467699999996
Bosnia and Herzegovina,BIH,1950,705.668565
Bosnia and Herzegovina,BIH,1960,82183.20036
Bosnia and Herzegovina,BIH,1970,146286.9725
Bosnia and Herzegovina,BIH,1980,263526.3152
Bosnia and Herzegovina,BIH,1990,470002.1137
Bosnia and Herzegovina,BIH,2000,189490.6904
Botswana,BWA,1850,7.5680950000000005
Botswana,BWA,1860,8.639568
Botswana,BWA,1870,9.902729
Botswana,BWA,1880,11.40473
Botswana,BWA,1890,13.212377
Botswana,BWA,1900,15.425906
Botswana,BWA,1910,18.838907
Botswana,BWA,1920,23.339352
Botswana,BWA,1930,29.543831
Botswana,BWA,1940,38.596466
Botswana,BWA,1950,52.693681
Botswana,BWA,1960,69.15399
Botswana,BWA,1970,90.65812600000001
Botswana,BWA,1980,241.44158299999998
Botswana,BWA,1990,22619.43048
Botswana,BWA,2000,78465.46969000001
Brazil,BRA,1850,1721.616784
Brazil,BRA,1860,1983.522408
Brazil,BRA,1870,2248.5296369999996
Brazil,BRA,1880,2501.42029
Brazil,BRA,1890,3107.254765
Brazil,BRA,1900,3765.41828
Brazil,BRA,1910,46176.891070000005
Brazil,BRA,1920,49869.73288
Brazil,BRA,1930,82319.2536
Brazil,BRA,1940,107971.79010000001
Brazil,BRA,1950,211688.7385
Brazil,BRA,1960,433508.44039999996
Brazil,BRA,1970,777496.6478
Brazil,BRA,1980,1561894.196
Brazil,BRA,1990,1643292.27
Brazil,BRA,2000,1734696.441
Brunei,BRN,1850,1.689861
Brunei,BRN,1860,1.8368060000000002
Brunei,BRN,1870,1.916667
Brunei,BRN,1880,2.081692
Brunei,BRN,1890,2.626427
Brunei,BRN,1900,13.893242
Brunei,BRN,1910,55.376081
Brunei,BRN,1920,89.79745799999999
Brunei,BRN,1930,170.02619099999998
Brunei,BRN,1940,3156.5525270000003
Brunei,BRN,1950,487.71808300000004
Brunei,BRN,1960,423.05453
Brunei,BRN,1970,1641.297083
Brunei,BRN,1980,3801.0892830000003
Brunei,BRN,1990,3819.888186
Brunei,BRN,2000,7587.249734
Bulgaria,BGR,1850,250
Bulgaria,BGR,1860,254.30000000000004
Bulgaria,BGR,1870,258.6
Bulgaria,BGR,1880,320.01097899999996
Bulgaria,BGR,1890,2715.660604
Bulgaria,BGR,1900,5312.500625000001
Bulgaria,BGR,1910,10147.25282
Bulgaria,BGR,1920,15303.126909999999
Bulgaria,BGR,1930,38352.63594
Bulgaria,BGR,1940,67309.8407
Bulgaria,BGR,1950,169245.3803
Bulgaria,BGR,1960,540160.3102000001
Bulgaria,BGR,1970,1557080.155
Bulgaria,BGR,1980,2050000
Bulgaria,BGR,1990,2007000
Bulgaria,BGR,2000,1044579.9999999999
Cambodia,KHM,1850,673.060739
Cambodia,KHM,1860,689.085995
Cambodia,KHM,1870,705.492804
Cambodia,KHM,1880,752.532804
Cambodia,KHM,1890,806.2851469999999
Cambodia,KHM,1900,863.876944
Cambodia,KHM,1910,1028.904214
Cambodia,KHM,1920,1204.166176
Cambodia,KHM,1930,1445.458173
Cambodia,KHM,1940,1722.966907
Cambodia,KHM,1950,2041.5228060000002
Cambodia,KHM,1960,2735.259638
Cambodia,KHM,1970,3492.75638
Cambodia,KHM,1980,3329.0608700000003
Cambodia,KHM,1990,4902.297041
Cambodia,KHM,2000,10244.44923
Cameroon,CMR,1850,195.967004
Cameroon,CMR,1860,224.35996
Cameroon,CMR,1870,253.254416
Cameroon,CMR,1880,298.200926
Cameroon,CMR,1890,338.623501
Cameroon,CMR,1900,384.455827
Cameroon,CMR,1910,423.706395
Cameroon,CMR,1920,546.133112
Cameroon,CMR,1930,700.582259
Cameroon,CMR,1940,894.96574
Cameroon,CMR,1950,1553.2384299999999
Cameroon,CMR,1960,3137.232262
Cameroon,CMR,1970,6104.013005
Cameroon,CMR,1980,11772.60138
Cameroon,CMR,1990,15523.504190000001
Cameroon,CMR,2000,106814.2121
Canada,CAN,1850,4067.6308670000003
Canada,CAN,1860,8098.2294059999995
Canada,CAN,1870,14947.300229999999
Canada,CAN,1880,46802.55429
Canada,CAN,1890,111882.3237
Canada,CAN,1900,198935.74949999998
Canada,CAN,1910,623544.1484000001
Canada,CAN,1920,1056851.435
Canada,CAN,1930,1769121.489
Canada,CAN,1940,3134511.341
Canada,CAN,1950,3297808.043
Canada,CAN,1960,4209616.667
Canada,CAN,1970,5152433.555
Canada,CAN,1980,4035169.512
Canada,CAN,1990,3079472
Canada,CAN,2000,2234754
Chile,CHL,1850,26056.28114
Chile,CHL,1860,48631.69201
Chile,CHL,1870,58504.23541
Chile,CHL,1880,71266.78879
Chile,CHL,1890,56058.471580000005
Chile,CHL,1900,48679.05655
Chile,CHL,1910,100631.4
Chile,CHL,1920,219549.336
Chile,CHL,1930,467892.21650000004
Chile,CHL,1940,751806.7767
Chile,CHL,1950,811802.5242
Chile,CHL,1960,1185545.389
Chile,CHL,1970,1560596.464
Chile,CHL,1980,2107299.728
Chile,CHL,1990,2324426.458
Chile,CHL,2000,1145485.68
China,CHN,1850,161579.7881
China,CHN,1860,147046.1196
China,CHN,1870,137873.2303
China,CHN,1880,139606.7412
China,CHN,1890,141843.631
China,CHN,1900,147848.8581
China,CHN,1910,357157.1119
China,CHN,1920,458392.78250000003
China,CHN,1930,580934.9319000001
China,CHN,1940,1089203.517
China,CHN,1950,1070010.5559999999
China,CHN,1960,8260552.522
China,CHN,1970,7327123.739
China,CHN,1980,11980922.66
China,CHN,1990,17194156.75
China,CHN,2000,21392846.35
Colombia,COL,1850,369.197108
Colombia,COL,1860,384.910746
Colombia,COL,1870,427.26669400000003
Colombia,COL,1880,509.569822
Colombia,COL,1890,620.8211329999999
Colombia,COL,1900,834.549637
Colombia,COL,1910,974.879089
Colombia,COL,1920,1132.2399990000001
Colombia,COL,1930,5665.979512
Colombia,COL,1940,21251.85771
Colombia,COL,1950,38548.653809999996
Colombia,COL,1960,85837.22709
Colombia,COL,1970,103970.57789999999
Colombia,COL,1980,90865.12363
Colombia,COL,1990,125637.09
Colombia,COL,2000,150434.4686
Congo,COG,1850,34.916816000000004
Congo,COG,1860,35.210235
Congo,COG,1870,35.928810999999996
Congo,COG,1880,36.662052
Congo,COG,1890,42.460788
Congo,COG,1900,51.240332
Congo,COG,1910,206.84778400000002
Congo,COG,1920,433.691418
Congo,COG,1930,742.998594
Congo,COG,1940,1158.680984
Congo,COG,1950,1710.916386
Congo,COG,1960,8964.435308
Congo,COG,1970,19556.85269
Congo,COG,1980,23154.80242
Congo,COG,1990,25710.9673
Congo,COG,2000,180218.4876
Costa Rica,CRI,1850,10.31475
Costa Rica,CRI,1860,11.839333
Costa Rica,CRI,1870,14.986488
Costa Rica,CRI,1880,19.523322
Costa Rica,CRI,1890,28.508889
Costa Rica,CRI,1900,42.07828
Costa Rica,CRI,1910,55.744453
Costa Rica,CRI,1920,72.989677
Costa Rica,CRI,1930,84.643172
Costa Rica,CRI,1940,116.178424
Costa Rica,CRI,1950,2755.919036
Costa Rica,CRI,1960,4721.134642
Costa Rica,CRI,1970,10192.87706
Costa Rica,CRI,1980,15013.1117
Costa Rica,CRI,1990,18183.07836
Costa Rica,CRI,2000,19404.574620000003
Cote d'Ivoire,CIV,1850,130.374557
Cote d'Ivoire,CIV,1860,144.951781
Cote d'Ivoire,CIV,1870,164.837224
Cote d'Ivoire,CIV,1880,193.411412
Cote d'Ivoire,CIV,1890,223.542095
Cote d'Ivoire,CIV,1900,252.68389000000002
Cote d'Ivoire,CIV,1910,249.277678
Cote d'Ivoire,CIV,1920,275.753846
Cote d'Ivoire,CIV,1930,299.88824400000004
Cote d'Ivoire,CIV,1940,318.855225
Cote d'Ivoire,CIV,1950,328.562681
Cote d'Ivoire,CIV,1960,4284.369771
Cote d'Ivoire,CIV,1970,17777.45948
Cote d'Ivoire,CIV,1980,20231.00477
Cote d'Ivoire,CIV,1990,16947.318750000002
Cote d'Ivoire,CIV,2000,34373.287079999995
Croatia,HRV,1850,636.8419739999999
Croatia,HRV,1860,675.4710980000001
Croatia,HRV,1870,748.850519
Croatia,HRV,1880,830.940052
Croatia,HRV,1890,923.800818
Croatia,HRV,1900,1037.876937
Croatia,HRV,1910,1081.3455880000001
Croatia,HRV,1920,1012.458829
Croatia,HRV,1930,1805.1984969999999
Croatia,HRV,1940,1581.350495
Croatia,HRV,1950,3040.320928
Croatia,HRV,1960,23511.68662
Croatia,HRV,1970,103706.3416
Croatia,HRV,1980,167164.7576
Croatia,HRV,1990,168709.13100000002
Croatia,HRV,2000,70233.54981
Cuba,CUB,1850,6709.431817
Cuba,CUB,1860,197.261289
Cuba,CUB,1870,217.97841100000002
Cuba,CUB,1880,229.777563
Cuba,CUB,1890,239.47215
Cuba,CUB,1900,253.355284
Cuba,CUB,1910,7855.7261849999995
Cuba,CUB,1920,14925.86257
Cuba,CUB,1930,719.125143
Cuba,CUB,1940,842.9389819999999
Cuba,CUB,1950,54982.814490000004
Cuba,CUB,1960,172062.5337
Cuba,CUB,1970,267080.8661
Cuba,CUB,1980,300062.9483
Cuba,CUB,1990,355485.4441
Cuba,CUB,2000,319889.9406
Cyprus,CYP,1850,20.201949
Cyprus,CYP,1860,22.524012
Cyprus,CYP,1870,22.751527
Cyprus,CYP,1880,22.981341
Cyprus,CYP,1890,140.793592
Cyprus,CYP,1900,272.135105
Cyprus,CYP,1910,506.610456
Cyprus,CYP,1920,136.814605
Cyprus,CYP,1930,401.31919100000005
Cyprus,CYP,1940,510.69567900000004
Cyprus,CYP,1950,4873.170467999999
Cyprus,CYP,1960,13968.88988
Cyprus,CYP,1970,23431.23648
Cyprus,CYP,1980,28003.27157
Cyprus,CYP,1990,46002.61725
Cyprus,CYP,2000,26163.51405
Czechia,CZE,1850,1912.501894
Czechia,CZE,1860,4612.199854
Czechia,CZE,1870,63743.39448
Czechia,CZE,1880,260486.87769999998
Czechia,CZE,1890,452700.2761
Czechia,CZE,1900,602463.0683
Czechia,CZE,1910,740549.2028
Czechia,CZE,1920,625485.3454999999
Czechia,CZE,1930,698146.2587
Czechia,CZE,1940,941500.2488000001
Czechia,CZE,1950,1014464.168
Czechia,CZE,1960,1849863.696
Czechia,CZE,1970,2532700.687
Czechia,CZE,1980,2257000
Czechia,CZE,1990,1876000
Czechia,CZE,2000,264410
Democratic Republic of Congo,COD,1850,543.973609
Democratic Republic of Congo,COD,1860,603.058183
Democratic Republic of Congo,COD,1870,692.259029
Democratic Republic of Congo,COD,1880,821.14833
Democratic Republic of Congo,COD,1890,942.838111
Democratic Republic of Congo,COD,1900,1079.3718569999999
Democratic Republic of Congo,COD,1910,1111.677971
Democratic Republic of Congo,COD,1920,1346.347305
Democratic Republic of Congo,COD,1930,109078.3808
Democratic Republic of Congo,COD,1940,119044.2071
Democratic Republic of Congo,COD,1950,214847.2339
Democratic Republic of Congo,COD,1960,296967.89400000003
Democratic Republic of Congo,COD,1970,390957.4483
Democratic Republic of Congo,COD,1980,358384.9895
Democratic Republic of Congo,COD,1990,250307.6453
Democratic Republic of Congo,COD,2000,15414.55963
Denmark,DNK,1850,2480.320022
Denmark,DNK,1860,3872.094022
Denmark,DNK,1870,8140.184153
Denmark,DNK,1880,13096.30854
Denmark,DNK,1890,20841.752950000002
Denmark,DNK,1900,36892.16957
Denmark,DNK,1910,53237.71646
Denmark,DNK,1920,51225.31037
Denmark,DNK,1930,101192.6753
Denmark,DNK,1940,83148.48114999999
Denmark,DNK,1950,181097.9638
Denmark,DNK,1960,323033.36100000003
Denmark,DNK,1970,600016.6805
Denmark,DNK,1980,452100
Denmark,DNK,1990,177640
Denmark,DNK,2000,28480
Dominican Republic,DOM,1850,39.266814
Dominican Republic,DOM,1860,49.083518
Dominican Republic,DOM,1870,61.354397
Dominican Republic,DOM,1880,76.692996
Dominican Republic,DOM,1890,99.7312
Dominican Republic,DOM,1900,128.97958200000002
Dominican Republic,DOM,1910,151.318497
Dominican Republic,DOM,1920,192.413686
Dominican Republic,DOM,1930,248.001054
Dominican Republic,DOM,1940,284.205501
Dominican Republic,DOM,1950,3637.436814
Dominican Republic,DOM,1960,10516.97959
Dominican Republic,DOM,1970,29267.335020000002
Dominican Republic,DOM,1980,63344.01665
Dominican Republic,DOM,1990,66369.47011
Dominican Republic,DOM,2000,103662.9987
Ecuador,ECU,1850,173.85904399999998
Ecuador,ECU,1860,194.845706
Ecuador,ECU,1870,215.832367
Ecuador,ECU,1880,246.567902
Ecuador,ECU,1890,271.95844
Ecuador,ECU,1900,300.84830600000004
Ecuador,ECU,1910,326.01651100000004
Ecuador,ECU,1920,466.147907
Ecuador,ECU,1930,4126.7064869999995
Ecuador,ECU,1940,5825.404286999999
Ecuador,ECU,1950,6666.486038
Ecuador,ECU,1960,15577.449630000001
Ecuador,ECU,1970,29385.650410000002
Ecuador,ECU,1980,87101.88816999999
Ecuador,ECU,1990,90062.59334
Ecuador,ECU,2000,86811.87493
Egypt,EGY,1850,471.206883
Egypt,EGY,1860,489.831661
Egypt,EGY,1870,559.807612
Egypt,EGY,1880,639.789557
Egypt,EGY,1890,889.351824
Egypt,EGY,1900,1080.797344
Egypt,EGY,1910,1059.0167589999999
Egypt,EGY,1920,7126.001639
Egypt,EGY,1930,12697.48182
Egypt,EGY,1940,39318.03433
Egypt,EGY,1950,108791.9639
Egypt,EGY,1960,170464.2899
Egypt,EGY,1970,194965.804
Egypt,EGY,1980,382628.09729999996
Egypt,EGY,1990,666659.1049
Egypt,EGY,2000,559049.8888
El Salvador,SLV,1850,51.480472999999996
El Salvador,SLV,1860,56.905521
El Salvador,SLV,1870,63.222215
El Salvador,SLV,1880,69.727575
El Salvador,SLV,1890,77.21548
El Salvador,SLV,1900,92.37106200000001
El Salvador,SLV,1910,133.846241
El Salvador,SLV,1920,210.07808599999998
El Salvador,SLV,1930,237.971923
El Salvador,SLV,1940,323.128101
El Salvador,SLV,1950,3063.7554480000003
El Salvador,SLV,1960,6352.002692
El Salvador,SLV,1970,13644.91293
El Salvador,SLV,1980,13609.55434
El Salvador,SLV,1990,15085.906850000001
El Salvador,SLV,2000,31814.26259
Eritrea,ERI,1850,28.127783
Eritrea,ERI,1860,28.364151
Eritrea,ERI,1870,29.761400000000002
Eritrea,ERI,1880,31.227479
Eritrea,ERI,1890,32.765778000000005
Eritrea,ERI,1900,34.379856000000004
Eritrea,ERI,1910,37.180935
Eritrea,ERI,1920,51.051234
Eritrea,ERI,1930,70.037183
Eritrea,ERI,1940,96.008073
Eritrea,ERI,1950,131.51098
Eritrea,ERI,1960,168.097791
Eritrea,ERI,1970,216.816258
Eritrea,ERI,1980,282.018635
Eritrea,ERI,1990,359.771344
Eritrea,ERI,2000,6178.279313
Estonia,EST,1850,294.57502
Estonia,EST,1860,310.838709
Estonia,EST,1870,340.54123200000004
Estonia,EST,1880,471.964344
Estonia,EST,1890,994.7410880000001
Estonia,EST,1900,2150.06056
Estonia,EST,1910,1819.316516
Estonia,EST,1920,1005.9750409999999
Estonia,EST,1930,2900.3156670000003
Estonia,EST,1940,5242.831755
Estonia,EST,1950,4496.090025
Estonia,EST,1960,203830.5613
Estonia,EST,1970,257635.1512
Estonia,EST,1980,308467.3153
Estonia,EST,1990,256883.7137
Estonia,EST,2000,114948.86820000001
Finland,FIN,1850,2462.524606
Finland,FIN,1860,3118.1309069999998
Finland,FIN,1870,4030.0678230000003
Finland,FIN,1880,4356.634266999999
Finland,FIN,1890,12939.069290000001
Finland,FIN,1900,26223.10727
Finland,FIN,1910,54228.367249999996
Finland,FIN,1920,27096.787809999998
Finland,FIN,1930,106618.0803
Finland,FIN,1940,107952.4326
Finland,FIN,1950,313544.0459
Finland,FIN,1960,390737.7319
Finland,FIN,1970,591573.6233
Finland,FIN,1980,584000
Finland,FIN,1990,248700
Finland,FIN,2000,80440
France,FRA,1850,97788.57853
France,FRA,1860,170201.8443
France,FRA,1870,225417.4952
France,FRA,1880,342907.87769999995
France,FRA,1890,422172.1842
France,FRA,1900,560740.5265
France,FRA,1910,736356.3381
France,FRA,1920,1004232.8720000001
France,FRA,1930,1491866.107
France,FRA,1940,879060.3274
France,FRA,1950,1574378.34
France,FRA,1960,1912031.197
France,FRA,1970,3363515.5979999998
France,FRA,1980,3211000
France,FRA,1990,1368300
France,FRA,2000,669570
Gabon,GAB,1850,17.996804
Gabon,GAB,1860,18.148038
Gabon,GAB,1870,18.961322
Gabon,GAB,1880,20.888002
Gabon,GAB,1890,24.959825000000002
Gabon,GAB,1900,29.336909000000002
Gabon,GAB,1910,43.856131
Gabon,GAB,1920,68.458574
Gabon,GAB,1930,101.14774899999999
Gabon,GAB,1940,144.174251
Gabon,GAB,1950,200.365443
Gabon,GAB,1960,2236.355722
